label,nodeid,r,x,y
"prophet, yunaqqa_ththawbu_l_abyadu, apostl, baina, huraira, recit, kama, fault, ighsil, allahumma, one, mina_ddana, west, silenc, sin, baadta, wa, dirt, parent, wash, set, abu, wa_l_maghrib, may, min, paus, quran, east, bilmai, silent, baid, baina_l_mashriqi, baini, takbir, wa_th_thalji, garment, interv, wal_barad, allah, khatayaya",221,412,13,412
"prophet, paradis, cat, eclips, bunch, prayer, complet, bow, bint, bakr, head, hell, time, woman, abi, lord, prostrat, asma, peopl",222,495,19,494
"zuhr, asr, khabbab, apostl, prayer, quran, movement, mamar, beard, allah, abu",223,1029,19,1028
"liar, prophet, prayer, bow, head, al_bara",224,988,19,988
"abdullah_bin_abba, paradis, eclips, someth, apostl, prayer, companion, lifetim, place, bunch, fruit, allah, prophet, had",225,1034,19,1034
"prophet, paradis, today, hand, prayer, thrice, wall, mosqu, statement, anas_bin_malik, qibla, hell, display, pulpit",226,540,16,540
"prophet, talk, speech, peopl, prayer, sky, eye_sight, anas_bin_malik",227,927,22,926
"thither, person, aisha, apostl, prayer, hither, allah, portion, satan, way",228,1023,18,1023
"prophet, attent, aisha, inbijaniya, jahm, khamisa, abu, mark",229,950,15,950
"prophet, front, none, prayer, expector, qibla, narrated_ibn_umar, allah, direct, mosqu",230,1077,16,1077
"ana, muslim, aisha, apostl, prayer, pleasur, bakr, place, assumpt, trial, row, curtain, fajr, allah, verg, prophet, abu",231,1048,21,1048
"oath, peopl, ammar, trial, booti, mosqu, isha, kufa, jabir_bin_samura, ab, men, surnam, usama_bin_qatada, person, complaint, armi, latter, war, apostl, ishaq, justic, sad, anyth, sada, rakat, abu, chief, umar, prayer, verdict, aba, bani, tribe, allah",232,446,21,446
"al_fatiha, ubada_bin_as_samit, allah, apostl, prayer",233,1712,23,1712
"prophet, apostl, huraira, till, greet, who, pray, truth, takbir, way, prayer, quran, thrice, him, eas, mosqu, holi, person, man, go, abu, allah",234,883,22,883
"asr, noth, jabir_bin_samura, apostl, prayer, sad, zuhr, rakat, allah, umar",235,952,23,952
"prophet, time, prayer, qatada, abdullah_bin_abi, al_fatiha, sura, asr, vers, rakat, raka, zuhr, shorter, fajr, father",236,494,15,494
"prophet, asr, khabbab, beard, prayer, quran, movement, mamar, zuhr, abu",237,826,16,826
"prophet, asr, beard, prayer, quran, movement, mamar, zuhr, khabbab_bin_al_art, abu",238,824,16,824
"prophet, time, prayer, qatada, abdullah_bin_abi, al_fatiha, sura, asr, vers, rakat, zuhr, father",239,605,16,605
"narrated_ibn_abba, mother, prayer, son, umu_l_fadl, recit, allah, sura, mursalati, maghrib, wal, urfan, apostl",240,737,18,737
"zaid_bin_thabit, ra, maghrib, prayer, marwan_bin_al_hakam, longer, sura, prophet",241,707,15,707
"jubair_bin_mutim, prayer, at_tur, allah, maghrib, father, apostl",242,1279,20,1279
"prophet, abu_l_qasim, rafi, prayer, huraira, inquir, idha_s_samau_n_shaqqat, sura, isha, abu",243,891,18,891
"prophet, prayer, rakat, waz_zaituni, al_bara, wattini, isha, journey",244,741,14,741
"u_nshaqqat, prophet, idha_s_sama, abu_l_qasim, rafi, prayer, huraira, sura, isha, abu",245,891,19,891
"prophet, wazzaituni, prayer, way, voic, al_bara, recit, isha, wat_tini",246,664,15,664
"apostl, umar, jabir_bin_samura, everyth, prayer, sad, tout, rakat, allah, truth, peopl",247,977,23,977
"prophet, time, noon, sub, sun, place, posit, isha, zuhr, rakat, third, medina, harm, abu, narrat, bright, barza_al_aslami, prayer, asr, saiyar_bin_salama, man, maghrib, night, father, barza",248,463,16,463
"prophet, aloud, someth, apostl, prayer, huraira, quran, allah, addit, abu",249,1679,21,1679
"prophet, suq, time, someth, peopl, companion, news, recit, sura, heaven, devil, place, jinn, lord, barrier, toward, fajr, path, narrated_ibn_abba, ukaz, way, prayer, quran, thing, tuhama, nakhla, go, intent, allah, market, fire",250,485,22,485
"prophet, narrated_ibn_abba, way, prayer, exampl, lord, aloud",251,916,19,916
"prophet, pair, poetri, _ibn_masud, _ibn_, recit, sura, masud, wail, man, mufass, raka, famili, night, al, vers, abu",252,528,18,528
"prophet, prayer, qatada, abdullah_bin_abi, al_fatiha, sura, asr, vers, rakat, raka, zuhr, fajr, father",253,532,16,531
"asr, prayer, khabbab, apostl, did, zuhr, movement, mamar, beard, allah, abu",254,1015,18,1015
"prophet, time, prayer, qatada, abdullah_bin_abi, al_fatiha, sura, asr, vers, rakat, raka, zuhr, father",255,563,16,563
"prophet, fajr, prayer, zuhr, raka, qatada, abdullah_bin_abi, father",256,771,16,771
"prophet, imam, amin, apostl, huraira, say, angel, sin, past, allah, _ibn_shihab, abu",257,1297,21,1296
"latter, coincid, amin, apostl, huraira, past, sin, angel, allah, heaven, abu",258,1013,25,1012
"imam, amen, ghair_il_maghdubi, apostl, anger, huraira, astray, jew, christian, say, angel, coincid, person, sin, amin, abu, alaihim, allah, path, wala_ddal_lin",259,593,16,593
"prophet, may, row, prayer, way, bakra, abu, allah, love, mosqu",260,1268,21,1268
"imran_bin_husain, apostl, prayer, basra, ali, allah, takbir",261,1256,27,1256
"apostl, anyon, takbir, prayer, huraira, bow, complet, allah, salama, abu",262,1224,21,1224
"mutarrif_bin_abdullah, muhammad, hand, takbir, prayer, complet, or, head, imran_bin_husain, ali_bin_abi, talib, raka, ali, imran",263,186,17,185
"prophet, muqam_lbrahim, kaba, takbir, prayer, abraham, place, bow, person, stand, ikrima, isnt",264,568,21,568
"prophet, at_tahiyyat, apostl, huraira, sami, head, _ibn_abba, rabbana, ikrima, tradit, takbir, sheikh, al_laith, prayer, allah, mecca, abu_l_qasim, hamd, raka, abu, prostrat, hamida",265,783,17,783
"prophet, hand, prayer, knee, musab_bin_sad, father",266,1065,18,1065
"bow, binwahb, person, muhammad, hudhaifa, prostrat, religion, zaid",267,144,17,143
"prophet, durat, stand, prayer, qiyam, bow, quud, prostrat, al_bara",268,640,18,639
"prophet, takbir, huraira, till, greet, who, pray, truth, abu, prayer, quran, him, eas, mosqu, me, go, man, calm",269,620,22,620
"prophet, allahumma_ighfirli, aisha, rabbana, lord, bow, thing, prostrat, allah, subhanaka_allahumma, prais",270,942,21,942
"prophet, sami, no, hadith, hamida, huraira, bow, prostrat, head, prais, takbir, rabbana, liman, allah, wa_laka_l_hamd, abu",271,810,16,810
"imam, apostl, huraira, sami, gel, say, allahumma, sin, rabbana, liman, past, laka_l_hamd, abu, allah, hamida",272,740,15,740
"ana, prayer, qunut, maghrib, fajr",273,330,13,329
"prophet, azzuraqi, hamdan, word, hamida, day, walaka_l, head, kathiran, mubarakan, prais, rabbana, lord, fihi, rifaa_bin_rafi, prayer, taiyiban, man, hamd, liman, samia_l_lahu",274,387,15,387
"ana, prophet, prostrat, prayer, thabit, head",275,1050,17,1050
"prophet, durat, interv, period, bow, prostrat, al_bara",276,693,16,693
"prophet, demonstr, malik_bin_huwairith, while, malik_bin_, head, aiyub, time, abu, sheikh, huwairith, compulsori, straight, prayer, quran, our, holi, stand, qilaba, qiyam, yazid",277,433,17,433
"month, time, huraira, till, head, rabbana, hamida, sami, hand, compulsori, complet, bakr_bin_abdur, him, salama_bin_abdur, rahman, raka, prostrat, mudar, apostl, walaka_l_hamd, salmia_l_lahu, abu, prayer, rahman_ibn_harith_bin_hisham, whose, takbir, __, liman, allah, ramadan",278,484,18,483
"prophet, sufyan, time, apostl, imam, rise, takbir, hors, rabbana, liman, _ibn_juraij, bodi, hamida, side, prayer, complet, bow, walaka_lhamd, health, samia_l_lahu, anas_bin_malik, mamar, allah",279,634,16,634
"peopl, doubt, sun, moon, fire, day, anyth, abu, thorn, lord, hell, paradis, apostl, sadan, allah",280,896,36,896
"prophet, armpit, prayer, white, abdullah_bin_malik_bin_buhaina, arm, bodi",281,810,12,810
"prophet, muhammad, prayer, bow, hudhaifa, wail, person, man, had, prostrat, abu",282,884,20,884
"prophet, narrated_ibn_abba, cloth, hair, feet, allah, part, knee, hand, forehead, toe, tip",283,856,15,856
"prophet, bone, narrated_ibn_abba, cloth, hair, prostrat",284,879,13,879
"liar, prophet, back, hamida, none, sami, liman, ground, prostrat, forehead, al_bara_bin_azib",285,456,14,456
"prophet, bone, narrated_ibn_abba, toward, cloth, hair, feet, forehead, knee, hand, toe, tip, nose",286,458,12,457
"talk, prophet, cloud, apostl, day, seclu, month, dream, al_khudri, sermon, date_palm, middl, tree, itikaf, night, wont, qadr, sion, abu_, salama, said, mud, morn, abu, allah, ramadan, gabriel",287,631,22,630
"prophet, izar, men, prostrat, neck, peopl, head, sahl_bin_sad, size, women",288,687,16,687
"prophet, narrated_ibn_abba, boni, cloth, hair, part",289,893,11,893
"prophet, bone, narrated_ibn_abba, garment, hair",290,1031,13,1031
"prophet, aisha, way, quran, bow, thing, allah, subhanaka_allahumma, allahumma, prais, holi, wabihamdika, rabbana, lord, ighfir_li, prostrat",291,683,20,683
"prophet, latter, apostl, malik_bin_huwairith, peopl, while, amr_ibn_salama, head, aiyub, adhan, time, pray, imalik_bin_huwairith, takbir, sheikh, prayer, thing, shall, islam, raka, abu, allah, friend, qilaba",292,772,18,772
"prophet, interv, time, prostrat, al_bara",293,1023,15,1023
"ana, prophet, time, prostrat, prayer, thing, thabit, stone",294,867,17,867
"prophet, ground, be, anas_bin_malik, none, dog, prostrat, forearm",295,659,13,658
"prophet, malik_bin_huwairith, al_laithi, rakat, pray, moment",296,781,15,781
"sheikh, malik_bin_huwairith, ours__, prayer, our, mosqu, takbir, abu, aiyub, allah, amr_bin_salima, qilaba, apostl",297,863,21,863
"prophet, takbir, prayer, raka, prostrat, aloud, said_bin_al_harith, said, abu",298,908,18,908
"muhammad, hand, member, takbir, prayer, mutarrif, ali_bin_abi, rakat, raka, talib, ali, imran",299,206,19,205
"day, abdullah_bin_abdullah, way, prayer, foot, leg, feet, left, abdullah_bin_umar, _ibn_umar, weight, youngster",300,230,15,230
"prophet, humaid, posit, apostl, forearm, companion, level, till, ground, back, hand, pray, muhammad_bin_amr_bin_ata, abu, bodi, straight, shoulder, vertebr, as_saidi, way, prayer, foot, prostrat, toe, takbir, qibla, raka, knee, allah",301,602,16,602
"prophet, shanua, alli, prayer, companion, uzd, taslim, tribe, takbir, raka, zuhr, peopl, abdullah_bin_buhaina, abdul_manaf",302,552,16,551
"tashah_hud, prostrat, apostl, prayer, zuhr, raka, abdullah_bin_malik_bin_buhaina, sahu, allah, sat, end",303,803,16,803
"abdullah, prophet, apostl, michael, ash_hadu, muhammadan, slave, aiyuha_n_nabiyu, peac, compliment, wa, rahmatu_l_lahi, is_salihin, bless, rasuluhu, himself, at_tahiyatu, merci, assalam, prayer, barakatuhu, shaqlq_bin_salama, thing, wassalawatu, ala, anyon, wat_taiyibatu, assalamu, as_salam, muhammad, allah, ibadil_lah, gabriel",304,449,19,448
"prophet, debt, wife, aisha, grave, apostl, adhabil_qabri, allahumma, punish, wa, wal_maghrami, fitnatil_masihid_dajj, afflict, min, thami, prayer, fitnatil_mamati, ad_dajj, minal_ma, masi, audhu, fitnatil_mahya, allah, inni, refug",305,590,17,590
"kathiran, apostl, forgiv, wala, allahumma, war_hamni, injustic, merci, antal_ghafururrahim, abu, min, invoc, prayer, as_siddiq, zalumtu, bakr, faghfirli, maghfiratan, none, indika, allah, inni, zulman, sin",306,489,15,489
"abdullah, prophet, was_salawatu, la_ilaha, heaven, anna, peac, abduhu, wa, alaika, illallahu, no, earth, rasuluhu, slave, ibadillahis_salihin, muhammadan, hadith, himself, barakatuhu, wat_taiyibatu, ala, as_salamu, at_tahiyatu, invoc, ashhadu, as_salam, dont, allah",307,354,16,354
"mark, water, apostl, mud, abu, allah, forehead, said, al_khudri",308,1165,21,1165
"stay, apostl, prayer, while, purpos, men, salama, place, um, taslim, allah, _ibn_shihab, women",309,755,21,755
"prophet, taslim, prayer, itban_bin_malik",310,1381,18,1381
"hous, prophet, time, mahmud_bin_ar_rabi, mouth, till, bucket, permiss, day, sun, place, al_ansari, sit, water, pray, flood, apostl, taslim, sion, prayer, bakr, mosqu, bani, interven, tribe, eye_sight, abu, allah, ltban_bin_malik, salim, rainwat",311,634,20,634
"prophet, prayer, lifetim, prais, freed, dhikr, custom, of_ibn_abba, _ibn_abba, allah, mabad, abu",312,1020,17,1020
"prophet, narrated_ibn_abba, takbir, prayer, complet",313,1201,16,1200
"prophet, time, peopl, huraira, caus, hajj, enjoy, fight, grade, chariti, sub_han_al_lah, say, abu, akbar, subhan_al_lah, compulsori, umra, prayer, thing, shall, money, alhamdu_lillah, lillah, alhamdu, allahu, struggl, allah, subhan_allah, nobodi",314,562,17,561
"prophet, worship, muawiya, name, al_hasan, prais, hard, allahumma, ataita, lima, dhal_jaddi, qadir, compulsori, al_mughira, wa_lahul_hamdu, kulli, him, shai, lahu, kingdom, clerk, right, warrad, nobodi, lahul_mulku, lordship, none, qualiti, al_mughira_bin_shuba, manata, minka_l_jadd, la, wa, prayer, al_jadd, partner, letter, ala, wahdahu, wahuwa, allah",315,273,16,273
"samura_bin_jundab, prophet, prayer, complet",316,1377,17,1377
"prophet, hudaibiya, peopl, star, raini, lord, bless, fajr, apostl, slave, non_believ, prayer, complet, believ, merci, me, belief, morn, whoever, al_juhani, zaid_bin_khalid, night, allah",317,704,18,704
"prophet, anas_bin_malik, prayer, midnight, isha, peopl",318,1228,17,1228
"prophet, taslim, hind, al, prayer, while, companion, bint, al_harith, salama, wife, place, um, departur, al_firasiya, allah, _ibn_shihab, women, apostl",319,786,19,785
"prophet, uqba, speed, peopl, prayer, dwell, piec, hous, hast, wive, allah, worship, asr, attent, gold, row, lie, chariti, medina, taslim",320,641,18,641
"abdullah, side, prophet, prayer, part, satan",321,1042,16,1042
"prophet, battl, khaibar, ate, plant, garlic, narrated_ibn_umar, mosqu",322,665,13,665
"ata, prophet, plant, jabir_bin_abdullah, garlic, eat, mosqu",323,718,14,718
"prophet, hous, narrat, name, companion, eat, mosqu, onion, smell, jabir_bin_abdullah, pot, garlic, veget",324,469,15,468
"ana, prophet, man, plant, pray, abdul, garlic, aziz",325,744,16,744
"prophet, ash_shaibam, ash_shabi, grave, sulaiman, prayer, amr, person, abba, aba, peopl, ibn",326,643,21,643
"prophet, muslim, puberti, bath, ghusl, abu, friday, age, said, al_khudri",327,763,16,763
"hous, prophet, sleep, breath, peopl, muadh_dhin, hour, dream, slept, umar, fajr, ablut, way, subnarr, side, narrated_ibn_abba, sub_narr, prayer, amr, skin, maimuna, ubai_bin_, son, eye, divin, inspir, right, aunt, leather, night, allah, heart",328,462,18,462
"mat, apostl, prayer, mulaika, orphan, grandmoth, use, meal, water, row, anas_bin_malik, rakat, allah",329,745,17,745
"front, puberti, narrated_ibn_abba, apostl, prayer, deed, wall, she_ass, one, mina, graze, row, allah, age, peopl",330,746,15,746
"dweller, isha, aisha, apostl, prayer, day, till, medina, slept, umar, children, none, allah, earth, women, peopl",331,855,22,854
"rahman_bin_abi, prophet, posit, apostl, abdur, alm, sermon, bilal, women, hous, prayer, kinship, mark, id, person, kathir_bin_as_salt, allah, asked_ibn_abba",332,798,19,797
"prophet, dweller, isha, aisha, apostl, prayer, day, till, night, medina, twilight, slept, disappear, umar, children, none, third, allah, earth, women",333,856,20,855
"prophet, women, night, narrated_ibn_umar, permiss, mosqu",334,955,19,955
"prophet, wife, compulsori, apostl, prayer, lifetim, men, salama, place, um, women, allah, taslim",335,1124,21,1124
"dark, aisha, apostl, prayer, fajr, allah, women, sheet",336,1225,20,1225
"al_ansari, troubl, child, apostl, prayer, cri, qatada, abdullah_bin_abi, allah, father, mother",337,851,22,850
"aisha, sub_narr, apostl, amra, yahya_bin_said, forbidden, israel, had, mosqu, allah, women, bani",338,770,22,770
"sub_narr, apostl, prayer, az_zuhri, salama, place, um, taslim, someon, allah, women",339,882,21,881
"ana, prophet, sulaim, um, pray, orphan, hous, stood",340,693,19,693
"aisha, apostl, prayer, believ, nobodi, fajr, allah, women",341,1248,22,1248
"prophet, ss, wife, father, ahihahih, bukhari, mosqu, ukhari, permiss, salim_bin_abdullah",342,555,14,555
"muslim, tongu, whose, hand, apostl, musa, islam, abu, allah, peopl",343,1254,24,1254
"prophet, deed, man, islam, no, sort, hadith, abdullah_bin_amr, qualiti",344,700,15,700
"ana, prophet, none, till, brother, faith, muslim",345,858,17,857
"hand, apostl, huraira, till, faith, him, whose, life, children, none, allah, father, abu",346,978,21,978
"ana, prophet, mankind, none, till, children, faith, father",347,742,16,742
"ana, prophet, disbelief, apostl, faith, qualiti, delight, anyth, sweet, person, atheism, sake, allah, fire",348,957,16,957
"ana, prophet, hypo, crisi, ansar, love, sign, faith",349,650,13,650
"worship, prophet, al_aqaba, apostl, indulg, companion, badr, group, anyth, punish, battl, sin, naqib, hereaft, peopl, accus, pledg, intercours, ubada_bin_as_samit, part, allah, person, allegi, him, night, children",350,632,19,631
"muslim, place, time, apostl, valley, afflict, mountain, said, al_khudri, top, properti, rainfal, religion, allah, abu",351,790,21,790
"muslim, aisha, someth, apostl, deed, allah, order, endur, strength",352,1055,19,1055
"ana, prophet, apostl, becom, allah, qualiti, faith, anyth, sweet, person, atheism, sake, dearer",353,1015,16,1015
"prophet, peopl, dont, al_khudri, hell, seed, weight, grain, mustard, river, paradis, narrat, hayat, haya, said, order, abu, allah, rain",354,726,21,725
"prophet, breast, interpret, apostl, dream, said, al_khudri, shirt, umar_bin_alkhattab, abu, allah, other, peopl",355,1254,22,1254
"abdullah, no, umar, hadith, apostl, leav, haya, brother, part, faith, man, bin, ansari, allah",356,727,21,727
"muhammad, apostl, narrated_ibn_umar, islam, allah",357,1655,26,1655
"muhammad, pilgrim, prophet, apostl, huraira, deed, caus, hajj, mecca, jihad, good, allah, question, abu",358,1172,22,1172
"prophet, muslim, apostl, lot, believ, amongst, sad, faith, group, person, man, zakat, allah, question, peopl",359,1058,27,1057
"deed, person, apostl, sort, abdullah_bin_amr, allah, qualiti, islam",360,1064,19,1063
"prophet, hell_fir, major, narrated_ibn_abba, someth, dweller, deed, benevol, husband, favor, allah, like, women",361,773,17,773
"prophet, did, power, dhar, name, brother, allah, ignor, characterist, cloak, abu, slave, mother, capac, one, thing, ar_rabadha, al_marur, command, person, reason, dress, do",362,573,18,572
"muslim, sword, hell_fir, apostl, meet, ali_ibn_abi, fight, bakra, right, murder, one, person, man, go, talib, abu, allah, al_ahnaf_bin_qai",363,680,19,680
"abdullah, injustic, vers, belief, apostl, companion, doubt, allah, other",364,984,20,984
"prophet, sign, someth, huraira, lie, trust, abu, promis, hypocrit",365,911,19,911
